t_min,glucose_true_mg_dl,sensor_mg_dl,sensor_valid,carbs_g_step,iir_u_per_h,exercise_pct,hr_bpm
73.0000,242.0343,0.0000,0,0.0000,1.0000,0.0000,0.0000
74.0000,245.5240,0.0000,0,0.0000,1.0000,0.0000,0.0000
75.0000,249.0389,249.0389,1,0.0000,1.0000,0.0000,0.0000
76.0000,252.5785,0.0000,0,0.0000,1.0000,0.0000,0.0000
77.0000,256.1420,0.0000,0,0.0000,1.0000,0.0000,0.0000
78.0000,259.7289,0.0000,0,0.0000,1.0000,0.0000,0.0000
79.0000,263.3385,0.0000,0,0.0000,1.0000,0.0000,0.0000
80.0000,266.9701,266.9701,1,0.0000,1.0000,0.0000,0.0000
81.0000,270.6232,0.0000,0,0.0000,1.0000,0.0000,0.0000
82.0000,274.2972,0.0000,0,0.0000,1.0000,0.0000,0.0000
83.0000,277.9914,0.0000,0,0.0000,1.0000,0.0000,0.0000
84.0000,281.7053,0.0000,0,0.0000,1.0000,0.0000,0.0000
85.0000,285.4383,285.4383,1,0.0000,1.0000,0.0000,0.0000
86.0000,289.1898,0.0000,0,0.0000,1.0000,0.0000,0.0000
87.0000,292.9593,0.0000,0,0.0000,1.0000,0.0000,0.0000
88.0000,296.7463,0.0000,0,0.0000,1.0000,0.0000,0.0000
89.0000,300.5501,0.0000,0,0.0000,1.0000,0.0000,0.0000
90.0000,304.3704,304.3704,1,0.0000,1.0000,0.0000,0.0000
91.0000,308.2064,0.0000,0,0.0000,1.0000,0.0000,0.0000
92.0000,312.0579,0.0000,0,0.0000,1.0000,0.0000,0.0000
93.0000,315.9242,0.0000,0,0.0000,1.0000,0.0000,0.0000
94.0000,319.8049,0.0000,0,0.0000,1.0000,0.0000,0.0000
95.0000,323.6995,323.6995,1,0.0000,1.0000,0.0000,0.0000
96.0000,327.6075,0.0000,0,0.0000,1.0000,0.0000,0.0000
97.0000,331.5285,0.0000,0,0.0000,1.0000,0.0000,0.0000
98.0000,335.4620,0.0000,0,0.0000,1.0000,0.0000,0.0000
99.0000,339.4076,0.0000,0,0.0000,1.0000,0.0000,0.0000
100.0000,343.3649,343.3649,1,0.0000,1.0000,0.0000,0.0000
101.0000,347.3335,0.0000,0,0.0000,1.0000,0.0000,0.0000
102.0000,351.3129,0.0000,0,0.0000,1.0000,0.0000,0.0000
103.0000,355.3027,0.0000,0,0.0000,1.0000,0.0000,0.0000
104.0000,359.3026,0.0000,0,0.0000,1.0000,0.0000,0.0000
105.0000,363.3122,363.3122,1,0.0000,1.0000,0.0000,0.0000
106.0000,367.3311,0.0000,0,0.0000,1.0000,0.0000,0.0000
107.0000,371.3589,0.0000,0,0.0000,1.0000,0.0000,0.0000
108.0000,375.3953,0.0000,0,0.0000,1.0000,0.0000,0.0000
109.0000,379.4400,0.0000,0,0.0000,1.0000,0.0000,0.0000
110.0000,383.4925,383.4925,1,0.0000,1.0000,0.0000,0.0000
111.0000,387.5526,0.0000,0,0.0000,1.0000,0.0000,0.0000
112.0000,391.6199,0.0000,0,0.0000,1.0000,0.0000,0.0000
113.0000,395.6942,0.0000,0,0.0000,1.0000,0.0000,0.0000
114.0000,399.7751,0.0000,0,0.0000,1.0000,0.0000,0.0000
115.0000,403.8622,403.8622,1,0.0000,1.0000,0.0000,0.0000
116.0000,407.9555,0.0000,0,0.0000,1.0000,0.0000,0.0000
117.0000,412.0544,0.0000,0,0.0000,1.0000,0.0000,0.0000
118.0000,416.1588,0.0000,0,0.0000,1.0000,0.0000,0.0000
119.0000,420.2684,0.0000,0,0.0000,1.0000,0.0000,0.0000
120.0000,424.3830,424.3830,1,0.0000,1.0000,0.0000,0.0000
121.0000,428.5022,0.0000,0,0.0000,1.0000,0.0000,0.0000
122.0000,432.6258,0.0000,0,0.0000,1.0000,0.0000,0.0000
123.0000,436.7535,0.0000,0,0.0000,1.0000,0.0000,0.0000
124.0000,440.8852,0.0000,0,0.0000,1.0000,0.0000,0.0000
125.0000,445.0206,445.0206,1,0.0000,1.0000,0.0000,0.0000
126.0000,449.1595,0.0000,0,0.0000,1.0000,0.0000,0.0000
127.0000,453.3016,0.0000,0,0.0000,1.0000,0.0000,0.0000
128.0000,457.4467,0.0000,0,0.0000,1.0000,0.0000,0.0000
129.0000,461.5946,0.0000,0,0.0000,1.0000,0.0000,0.0000
130.0000,465.7452,465.7452,1,0.0000,1.0000,0.0000,0.0000
